,,Express Late OB,"Overall
Late OB        ",OB Time (hr),"B2C
Target
Gross","B2C
Order 
Proj.","B2C
Proj.
Net","排班
proj.","Actual 
Net Order","Actual
Order
Gap","Actual
Piece
Gap"
2019-10-25 00:00:00,Fri,0.001984127,0,1.7,#REF!,5083.411706900009,4320.899951,,3613,,
AVG,,0.006711979143,0.001087317857,1.50825417,#REF!,4871.108068,4140.441858,,3170.142857,,
W-1,,0.004300506714,0,1.744520869,#REF!,5481.86805,4659.587843,,3603.285714,,
Change%,,0.002411472429,0.001087317857,-0.1354335755,#REF!,-0.1114145719,-0.1114145719,,-0.1202077469,,
2019-10-26 00:00:00,Sat,0.007633588,0.000724375,1.7,#REF!,3416.7405619896526,2904.229478,,2845,,
2019-10-27 00:00:00,Sun,0.008333333,0,1.5,#REF!,3635.200350778573,3089.920298,,3077,,
2019-10-28 00:00:00,Mon,0.004830918,0,1.4,#REF!,3999.143411381213,3399.2719,,3277,,
2019-10-29 00:00:00,Tue,0.002309469,0,1.2,#REF!,5394.338739015162,4585.187928,,3456,,
2019-10-30 00:00:00,Wed,0.006772009,0,1.2,#REF!,5261.778245684056,4472.511509,,3467,,
2019-10-31 00:00:00,Thu,0.002570694,0,1.2,#REF!,4494.442391279973,3820.276033,,3488,,
2019-11-01 00:00:00,Fri,0,0,1.6,#REF!,6063.50672515836,5153.980716,,4743,,
AVG,,0.004635715857,0.0001034821429,1.404745997,#REF!,4609.307204,3917.911123,,3479,,
W-1,,0.006711979143,0.001087317857,1.50825417,#REF!,4871.108068,4140.441858,,3170.142857,,
Change%,,-0.002076263286,-0.0009838357143,-0.0686278048,#REF!,-0.05374564907,-0.05374564907,,0.09742688477,,
2019-11-02 00:00:00,Sat,0.01242236,0.001562907,1.6,#REF!,3876.242303111445,3294.805958,3294.805957644728,4049,,
2019-11-03 00:00:00,Sun,0.005050505,0.000225938,1.9,#REF!,4337.0311934841875,3686.476514,3686.4765144615594,4648,,
2019-11-04 00:00:00,Mon,0.005780347,0.000416406,2.1,#REF!,4798.732113338954,4078.922296,4078.9222963381108,5301,,
2019-11-05 00:00:00,Tue,0.005714286,0,2.2,#REF!,5222.546827505621,4439.164803,4439.164803379777,5442,,
2019-11-06 00:00:00,Wed,0.016,0.000701919,1.9,#REF!,5790.355357892786,4921.802054,4921.802054208868,4702,,
2019-11-07 00:00:00,Thu,0.041587902,0.005174644,1.9,#REF!,6701.047259876652,5695.890171,5695.890170895154,5231,,
2019-11-08 00:00:00,Fri,0.027522936,0.001723024,1.6,#REF!,6634.145176902224,5639.0234,5639.02340036689,5149,,
AVG,,0.01629690514,0.001400691143,1.890392559,#REF!,5337.157176,4536.5836,4536.5836,4931.714286,,
W-1,,0.004635715857,0.0001034821429,1.404745997,#REF!,4609.307204,3917.911123,,3479,,
Change%,,0.01166118929,0.001297209,0.3457184163,#REF!,0.1579087573,0.1579087573,#DIV/0!,0.4175666242,,
2019-11-09 00:00:00,Sat,0.083798883,0.001622718,2.2,#REF!,6015.899188145677,5113.51431,4781,5131,,
2019-11-10 00:00:00,Sun,0.050925926,0.002931194,2.8,#REF!,6607.34945979274,5616.247041,5196,6756,,
2019-11-11 00:00:00,Mon,0.66922873,0.006070004,8.4,#REF!,26508.935713,22532.59536,15000,35659,,
2019-11-12 00:00:00,Tue,0.815436242,0.000798664,11.3,#REF!,5223.753021202474,4440.190068,10628,5500,,
2019-11-13 00:00:00,Wed,0.038674033,0.002698327,2.7,#REF!,4832.617773984322,4107.725108,5738,2538,,
2019-11-14 00:00:00,Thu,0.006968641,0.000931099,1.4,#REF!,3484.521851938338,2961.843574,4973,2736,,
2019-11-15 00:00:00,Fri,0.004597701,0.016918429,1.6,#REF!,3595.0562469029937,3055.79781,4208,3228,,
AVG,,0.2385185937,0.004567205,6.700838025,#REF!,8038.304751,6832.559038,7217.714286,8792.571429,,
W-1,,0.01629690514,0.001400691143,1.890392559,#REF!,5337.157176,4536.5836,4536.5836,4931.714286,,
Change%,,0.2222216886,0.003166513857,2.544680703,#REF!,0.5061023098,0.5061023098,0.5910021555,0.7828631018,,
2019-11-16 00:00:00,Sat,0,0,1.2,#REF!,3551.9373545887797,3019.146751,2744,2414,,
2019-11-17 00:00:00,Sun,0,0,0.9,#REF!,3754.2896565213305,3191.146208,2836,2722,,
2019-11-18 00:00:00,Mon,0,0,1.3,#REF!,4016.8776475598197,3414.346,3287,2310,,
2019-11-19 00:00:00,Tue,0.002057613,0,1.3,#REF!,4061.2758906747304,3452.084507,3325,2776,,
2019-11-20 00:00:00,Wed,0.002247191,0,1.3,#REF!,4204.977401053614,3574.230791,3447,2574,,
2019-11-21 00:00:00,Thu,0,0.000473934,1.3,#REF!,4175.499667977674,3549.174718,3422,2586,,
2019-11-22 00:00:00,Fri,0,0,1.4,#REF!,4583.0468275260955,3895.589803,3437,2811,,
AVG,,0.000614972,6.770485714e-05,1.242899487,#REF!,4049.700635,3442.24554,3214,2599,,
W-1,,0.2385185937,0.004567205,6.700838025,#REF!,8038.304751,6832.559038,7217.714286,8792.571429,,
Change%,,-0.2379036217,-0.004499500143,-0.814515814,#REF!,-0.4961996639,-0.4961996639,-0.5547066741,-0.7044095665,,
2019-11-23 00:00:00,Sat,0,0,1.2,#REF!,3782.265104578249,3214.925339,3215,2376,,
2019-11-24 00:00:00,Sun,0,0,1.2,#REF!,4103.620251939465,3488.077214,3488,2941,,
2019-11-25 00:00:00,Mon,0,0,1.8,#REF!,6539.471803370608,5558.551033,4760,3723,,
2019-11-26 00:00:00,Tue,0,0,1.3,#REF!,5700.600261518362,4845.510222,4760,2763,,
2019-11-27 00:00:00,Wed,0.006493506,0,1.7,#REF!,6740.756285924314,5729.642843,4760,4279,,
2019-11-28 00:00:00,Thu,0.001432665,0,1.5,#REF!,5602.818877972926,4762.396046,4165,3836,,
2019-11-29 00:00:00,Fri,0.002427184,0.000629129,1.4,#REF!,4743.045965809961,4031.589071,2720,3597,,
AVG,,0.001479050714,8.987557143e-05,1.471890663,#REF!,5316.08265,4518.670253,3981.142857,3359.285714,,
W-1,,0.000614972,6.770485714e-05,1.242899487,#REF!,4049.700635,3442.24554,3214,2599,,
Change%,,0.0008640787143,2.217071429e-05,0.1842394968,#REF!,0.312710032,0.312710032,0.2386878834,0.292530094,,
2019-11-30 00:00:00,Sat,0.011976048,0.000348311,1.3,#REF!,4203.170783159789,3572.695166,3315,3064,-0.07571644042,
2019-12-01 00:00:00,Sun,0,0.000238095,1.6,#REF!,4598.514554608677,3908.737371,3909,4381,0.1207469941,
2019-12-02 00:00:00,Mon,0.001204819,0,1.6,#REF!,6416.768359005237,5454.253105,5454,3936,-0.2783278328,
2019-12-03 00:00:00,Tue,0.001976285,0,1.3,#REF!,7034.231597966112,5979.096858,5979,4971,-0.1685900652,
2019-12-04 00:00:00,Wed,0.001876173,0.000219539,1.3,#REF!,7964.89376603311,6770.159701,6770,4952,-0.2685376662,
2019-12-05 00:00:00,Thu,0.005494505,0.000255558,1.5,#REF!,5680.853975757891,4828.725879,4829,4414,-0.08593911783,
2019-12-06 00:00:00,Fri,0.00204499,0.000888889,1.6,#REF!,5274.804248481839,4483.583611,4484,3638,-0.1886708296,
AVG,,0.003510402857,0.0002786274286,1.453029483,#REF!,5881.891041,4999.607385,4962.857143,4193.714286,,
W-1,,0.001479050714,8.987557143e-05,1.471890663,#REF!,5316.08265,4518.670253,3981.142857,3359.285714,,
Change%,,0.002031352143,0.0001887518571,-0.01281425287,#REF!,0.1064333322,0.1064333322,0.2465910722,0.2483946417,,
2019-12-07 00:00:00,Sat,0,0.000593824,1.5,#REF!,4680.278063542028,3978.236354,3978,3438,-0.1357466063,
2019-12-08 00:00:00,Sun,0,0,1.8,#REF!,4995.25142629059,4245.963712,4246,3987,-0.06099858691,
2019-12-09 00:00:00,Mon,0.001466276,0,2,#REF!,5841.136253190645,4964.965815,5695,4335,-0.2388059701,
2019-12-10 00:00:00,Tue,0.006747638,0,1.8,#REF!,7548.658108884078,6416.359393,5355,5788,0.08085901027,
2019-12-11 00:00:00,Wed,0,0.000198847,1.9,#REF!,6906.781000561435,5870.76385,6035,5829,-0.03413421707,
2019-12-12 00:00:00,Thu,0.962605042,0.008985747,8.9,#REF!,36791.5,31272.775,29600,26673,-0.09888513514,
2019-12-13 00:00:00,Fri,1,0.00031343,15.1,#REF!,3752.445811193368,3189.57894,3655,4135,0.1313269494,
AVG,,0.2815455651,0.001441692571,7.272111686,#REF!,10073.72152,8562.663295,8366.285714,7740.714286,,
W-1,,0.003510402857,0.0002786274286,1.453029483,#REF!,5881.891041,4999.607385,4962.857143,4193.714286,,
Change%,,0.2780351623,0.001163065143,4.00479293,#REF!,0.7126671429,0.7126671429,0.6857800806,0.8457896171,,
2019-12-14 00:00:00,Sat,0.021,0.001,2.2,#REF!,3249.971934064127,2762.476144,3400,3098,-0.08882352941,
2019-12-15 00:00:00,Sun,0.009,0.002,1.4,#REF!,3581.3144933001045,3044.117319,3655,2987,-0.1827633379,
2019-12-16 00:00:00,Mon,0,0,1.4,#REF!,3943.1771397640587,3351.700569,3352,3596,0.07279236277,
2019-12-17 00:00:00,Tue,0,0,1.1,#REF!,4602.573272307396,3912.187281,3913,3827,-0.02197802198,
2019-12-18 00:00:00,Wed,0,0.000198847,1.2,#REF!,4811.392335226592,4089.683485,4089,3263,-0.2020053803,
2019-12-19 00:00:00,Thu,0,0,1.1,#REF!,5254.341449346519,4466.190232,4466,3146,-0.2955665025,
2019-12-20 00:00:00,Fri,0,0.000198847,1.1,#REF!,3908.5998090274343,3322.309838,3323,2797,-0.1582907012,
AVG,,0.004285714286,0.0004853848571,1.453440681,#REF!,4193.052919,3564.094981,3742.571429,3244.857143,,
W-1,,0.2815455651,0.001441692571,7.272111686,#REF!,10073.72152,8562.663295,8366.285714,7740.714286,,
